Region,Provincia,Distrito,Ubigeo,Votosemitidos,Electores,N_Partidos,P_ausentismo,Año
CUSCO,ANTA,ZURITE,70307,2448.0,271.0,5.0,0.1454797607989166,2022
CUSCO,ANTA,CACHIMAYO,70308,1763.0,289.0,3.0,0.253638424323978,2022
CUSCO,ANTA,CACHIMAYO,70308,1763.0,288.0,3.0,0.253638424323978,2022
CUSCO,ANTA,CACHIMAYO,70308,1763.0,300.0,3.0,0.253638424323978,2022
CUSCO,ANTA,ANCAHUASI,70309,4118.0,288.0,4.0,0.168522643534538,2022
CUSCO,ANTA,ANCAHUASI,70309,4118.0,289.0,4.0,0.168522643534538,2022
CUSCO,ANTA,ANCAHUASI,70309,4118.0,300.0,4.0,0.168522643534538,2022
CUSCO,CALCA,COYA,70402,2232.0,286.0,6.0,0.12085075050045099,2022
CUSCO,CALCA,COYA,70402,2232.0,287.0,6.0,0.12085075050045099,2022
CUSCO,CALCA,COYA,70402,2232.0,268.0,6.0,0.12085075050045099,2022
CUSCO,CALCA,LAMAY,70403,3243.0,288.0,7.0,0.09650448359914605,2022
CUSCO,CALCA,LAMAY,70403,3243.0,289.0,7.0,0.09650448359914605,2022
CUSCO,CALCA,LAMAY,70403,3243.0,274.0,7.0,0.09650448359914605,2022
CUSCO,CALCA,LARES,70404,3718.0,287.0,7.0,0.08883612466230499,2022
CUSCO,CALCA,LARES,70404,3718.0,281.0,7.0,0.08883612466230499,2022
CUSCO,CALCA,LARES,70404,3718.0,282.0,7.0,0.08883612466230499,2022
CUSCO,CALCA,LARES,70404,3718.0,290.0,7.0,0.08883612466230499,2022
CUSCO,CALCA,LARES,70404,3718.0,291.0,7.0,0.08883612466230499,2022
CUSCO,CALCA,LARES,70404,3718.0,300.0,7.0,0.08883612466230499,2022
CUSCO,CALCA,PISAC,70405,5787.0,299.0,7.0,0.09987465868788781,2022
CUSCO,CALCA,PISAC,70405,5787.0,300.0,7.0,0.09987465868788781,2022
CUSCO,CALCA,PISAC,70405,5787.0,270.0,7.0,0.09987465868788781,2022
CUSCO,CALCA,PISAC,70405,5787.0,271.0,7.0,0.09987465868788781,2022
CUSCO,CALCA,SAN SALVADOR,70406,3326.0,300.0,5.0,0.14287734949153102,2022
CUSCO,CALCA,SAN SALVADOR,70406,3326.0,283.0,5.0,0.14287734949153102,2022
CUSCO,CALCA,SAN SALVADOR,70406,3326.0,284.0,5.0,0.14287734949153102,2022
CUSCO,CALCA,TARAY,70407,2877.0,300.0,7.0,0.11278462438177904,2022
CUSCO,CALCA,TARAY,70407,2877.0,257.0,7.0,0.11278462438177904,2022
CUSCO,CALCA,TARAY,70407,2877.0,256.0,7.0,0.11278462438177904,2022
CUSCO,CALCA,YANATILE,70408,4432.0,300.0,5.0,0.11552414627385989,2022
CUSCO,CALCA,YANATILE,70408,4432.0,292.0,5.0,0.11552414627385989,2022
CUSCO,CALCA,YANATILE,70408,4432.0,291.0,5.0,0.11552414627385989,2022
CUSCO,CALCA,YANATILE,70408,4432.0,288.0,5.0,0.11552414627385989,2022
CUSCO,CALCA,YANATILE,70408,4432.0,287.0,5.0,0.11552414627385989,2022
CUSCO,CANAS,CHECCA,70502,3559.0,295.0,5.0,0.14381284779019307,2022
CUSCO,CANAS,CHECCA,70502,3559.0,300.0,5.0,0.14381284779019307,2022
CUSCO,CANAS,KUNTURKANKI,70503,3361.0,300.0,5.0,0.14689967814048696,2022
CUSCO,CANAS,KUNTURKANKI,70503,3361.0,272.0,5.0,0.14689967814048696,2022
CUSCO,CANAS,KUNTURKANKI,70503,3361.0,273.0,5.0,0.14689967814048696,2022
CUSCO,CANAS,LANGUI,70504,1739.0,276.0,6.0,0.1179128063019707,2022
CUSCO,CANAS,LANGUI,70504,1739.0,277.0,6.0,0.1179128063019707,2022
CUSCO,CANAS,LANGUI,70504,1739.0,243.0,6.0,0.1179128063019707,2022
CUSCO,CANAS,LAYO,70505,3207.0,294.0,5.0,0.135478770321688,2022
CUSCO,CANAS,LAYO,70505,3207.0,295.0,5.0,0.135478770321688,2022
CUSCO,CANAS,LAYO,70505,3207.0,300.0,5.0,0.135478770321688,2022
CUSCO,CANAS,PAMPAMARCA,70506,1070.0,257.0,4.0,0.1730317266411285,2022
CUSCO,CANAS,PAMPAMARCA,70506,1070.0,258.0,4.0,0.1730317266411285,2022
CUSCO,CANAS,QUEHUE,70507,1659.0,270.0,5.0,0.1300648148148148,2022
CUSCO,CANAS,TUPAC AMARU,70508,1750.0,292.0,2.0,0.3327041158227749,2022
CUSCO,CANAS,TUPAC AMARU,70508,1750.0,293.0,2.0,0.3327041158227749,2022
CUSCO,CANCHIS,COMBAPATA,70602,2982.0,300.0,6.0,0.11902037318703987,2022
CUSCO,CANCHIS,COMBAPATA,70602,2982.0,296.0,6.0,0.11902037318703987,2022
CUSCO,CANCHIS,COMBAPATA,70602,2982.0,297.0,6.0,0.11902037318703987,2022
CUSCO,CANCHIS,CHECACUPE,70603,3110.0,267.0,4.0,0.18514441835764997,2022
CUSCO,CANCHIS,CHECACUPE,70603,3110.0,268.0,4.0,0.18514441835764997,2022
CUSCO,CANCHIS,CHECACUPE,70603,3110.0,300.0,4.0,0.18514441835764997,2022
CUSCO,CANCHIS,MARANGANI,70604,6343.0,298.0,6.0,0.11734455937541349,2022
CUSCO,CANCHIS,MARANGANI,70604,6343.0,299.0,6.0,0.11734455937541349,2022
CUSCO,CANCHIS,MARANGANI,70604,6343.0,300.0,6.0,0.11734455937541349,2022
CUSCO,CANCHIS,MARANGANI,70604,6343.0,210.0,6.0,0.11734455937541349,2022
CUSCO,CANCHIS,MARANGANI,70604,6343.0,211.0,6.0,0.11734455937541349,2022
CUSCO,CANCHIS,PITUMARCA,70605,4401.0,287.0,6.0,0.11773094022043183,2022
CUSCO,CANCHIS,PITUMARCA,70605,4401.0,288.0,6.0,0.11773094022043183,2022
CUSCO,CANCHIS,PITUMARCA,70605,4401.0,300.0,6.0,0.11773094022043183,2022
CUSCO,CANCHIS,SAN PABLO,70606,3088.0,294.0,6.0,0.11712198484548902,2022
CUSCO,CANCHIS,SAN PABLO,70606,3088.0,295.0,6.0,0.11712198484548902,2022
CUSCO,CANCHIS,SAN PABLO,70606,3088.0,300.0,6.0,0.11712198484548902,2022
CUSCO,CANCHIS,SAN PEDRO,70607,1977.0,282.0,4.0,0.18224450623818805,2022
CUSCO,CANCHIS,SAN PEDRO,70607,1977.0,283.0,4.0,0.18224450623818805,2022
CUSCO,CANCHIS,SAN PEDRO,70607,1977.0,254.0,4.0,0.18224450623818805,2022
CUSCO,CANCHIS,SAN PEDRO,70607,1977.0,255.0,4.0,0.18224450623818805,2022
CUSCO,CANCHIS,TINTA,70608,3369.0,285.0,5.0,0.14416579254079254,2022
CUSCO,CANCHIS,TINTA,70608,3369.0,286.0,5.0,0.14416579254079254,2022
CUSCO,CANCHIS,TINTA,70608,3369.0,300.0,5.0,0.14416579254079254,2022
CUSCO,CHUMBIVILCAS,CAPACMARCA,70702,2764.0,300.0,5.0,0.1367324488171541,2022
CUSCO,CHUMBIVILCAS,CAPACMARCA,70702,2764.0,218.0,5.0,0.1367324488171541,2022
CUSCO,CHUMBIVILCAS,CAPACMARCA,70702,2764.0,219.0,5.0,0.1367324488171541,2022
CUSCO,CHUMBIVILCAS,COLQUEMARCA,70703,5089.0,287.0,6.0,0.10828420778927897,2022
CUSCO,CHUMBIVILCAS,COLQUEMARCA,70703,5089.0,286.0,6.0,0.10828420778927897,2022
CUSCO,CHUMBIVILCAS,COLQUEMARCA,70703,5089.0,288.0,6.0,0.10828420778927897,2022
CUSCO,CHUMBIVILCAS,CHAMACA,70704,3992.0,298.0,5.0,0.13763102805291766,2022
CUSCO,CHUMBIVILCAS,CHAMACA,70704,3992.0,299.0,5.0,0.13763102805291766,2022
CUSCO,CHUMBIVILCAS,CHAMACA,70704,3992.0,300.0,5.0,0.13763102805291766,2022
CUSCO,CHUMBIVILCAS,LIVITACA,70705,6325.0,286.0,5.0,0.13208683512791888,2022
CUSCO,CHUMBIVILCAS,LIVITACA,70705,6325.0,287.0,5.0,0.13208683512791888,2022
CUSCO,CHUMBIVILCAS,LIVITACA,70705,6325.0,300.0,5.0,0.13208683512791888,2022
CUSCO,CHUMBIVILCAS,LLUSCO,70706,3651.0,300.0,7.0,0.09680086652308875,2022
CUSCO,CHUMBIVILCAS,LLUSCO,70706,3651.0,296.0,7.0,0.09680086652308875,2022
CUSCO,CHUMBIVILCAS,LLUSCO,70706,3651.0,297.0,7.0,0.09680086652308875,2022
CUSCO,CHUMBIVILCAS,QUIÑOTA,70707,2317.0,282.0,5.0,0.13592605819111345,2022
CUSCO,CHUMBIVILCAS,QUIÑOTA,70707,2317.0,283.0,5.0,0.13592605819111345,2022
CUSCO,CHUMBIVILCAS,QUIÑOTA,70707,2317.0,300.0,5.0,0.13592605819111345,2022
CUSCO,CHUMBIVILCAS,VELILLE,70708,4625.0,286.0,4.0,0.1721750736502516,2022
CUSCO,CHUMBIVILCAS,VELILLE,70708,4625.0,285.0,4.0,0.1721750736502516,2022
CUSCO,CHUMBIVILCAS,VELILLE,70708,4625.0,298.0,4.0,0.1721750736502516,2022
CUSCO,CHUMBIVILCAS,VELILLE,70708,4625.0,299.0,4.0,0.1721750736502516,2022
CUSCO,ESPINAR,CONDOROMA,70802,682.0,228.0,5.0,0.14956140350877192,2022
CUSCO,ESPINAR,COPORAQUE,70803,8985.0,295.0,4.0,0.18708770548454678,2022
CUSCO,ESPINAR,COPORAQUE,70803,8985.0,296.0,4.0,0.18708770548454678,2022
CUSCO,ESPINAR,OCORURO,70804,993.0,282.0,4.0,0.19188406886700246,2022
CUSCO,ESPINAR,OCORURO,70804,993.0,283.0,4.0,0.19188406886700246,2022
CUSCO,ESPINAR,OCORURO,70804,993.0,174.0,4.0,0.19188406886700246,2022
CUSCO,ESPINAR,PALLPATA,70805,3721.0,300.0,7.0,0.1075359418703072,2022
CUSCO,ESPINAR,PALLPATA,70805,3721.0,285.0,7.0,0.1075359418703072,2022
CUSCO,ESPINAR,PALLPATA,70805,3721.0,286.0,7.0,0.1075359418703072,2022
CUSCO,ESPINAR,PICHIGUA,70806,2720.0,276.0,7.0,0.10757631662506077,2022
CUSCO,ESPINAR,PICHIGUA,70806,2720.0,235.0,7.0,0.10757631662506077,2022
CUSCO,ESPINAR,PICHIGUA,70806,2720.0,236.0,7.0,0.10757631662506077,2022
CUSCO,ESPINAR,PICHIGUA,70806,2720.0,300.0,7.0,0.10757631662506077,2022
CUSCO,ESPINAR,SUYCKUTAMBO,70807,1666.0,286.0,5.0,0.1453101776272508,2022
CUSCO,ESPINAR,SUYCKUTAMBO,70807,1666.0,287.0,5.0,0.1453101776272508,2022
CUSCO,ESPINAR,ALTO PICHIGUA,70808,1884.0,284.0,3.0,0.2439588538377765,2022
CUSCO,ESPINAR,ALTO PICHIGUA,70808,1884.0,285.0,3.0,0.2439588538377765,2022
CUSCO,ESPINAR,ALTO PICHIGUA,70808,1884.0,300.0,3.0,0.2439588538377765,2022
CUSCO,LA CONVENCION,ECHARATE,70902,14856.0,300.0,9.0,0.052266902231236825,2022
CUSCO,LA CONVENCION,ECHARATE,70902,14856.0,274.0,9.0,0.052266902231236825,2022
CUSCO,LA CONVENCION,ECHARATE,70902,14856.0,273.0,9.0,0.052266902231236825,2022
CUSCO,LA CONVENCION,HUAYOPATA,70903,3249.0,281.0,8.0,0.08489912879493754,2022
CUSCO,LA CONVENCION,HUAYOPATA,70903,3249.0,282.0,8.0,0.08489912879493754,2022
CUSCO,LA CONVENCION,HUAYOPATA,70903,3249.0,284.0,8.0,0.08489912879493754,2022
CUSCO,LA CONVENCION,HUAYOPATA,70903,3249.0,285.0,8.0,0.08489912879493754,2022
CUSCO,LA CONVENCION,HUAYOPATA,70903,3249.0,300.0,8.0,0.08489912879493754,2022
CUSCO,LA CONVENCION,HUAYOPATA,70903,3249.0,255.0,8.0,0.08489912879493754,2022
CUSCO,LA CONVENCION,MARANURA,70904,3928.0,276.0,5.0,0.13081573498964805,2022
CUSCO,LA CONVENCION,MARANURA,70904,3928.0,300.0,5.0,0.13081573498964805,2022
CUSCO,LA CONVENCION,OCOBAMBA,70905,3248.0,300.0,5.0,0.13753279096818719,2022
CUSCO,LA CONVENCION,OCOBAMBA,70905,3248.0,299.0,5.0,0.13753279096818719,2022
CUSCO,LA CONVENCION,SANTA TERESA,70906,4587.0,295.0,6.0,0.11666030437216877,2022
CUSCO,LA CONVENCION,SANTA TERESA,70906,4587.0,296.0,6.0,0.11666030437216877,2022
CUSCO,LA CONVENCION,SANTA TERESA,70906,4587.0,300.0,6.0,0.11666030437216877,2022
CUSCO,LA CONVENCION,VILCABAMBA,70907,6094.0,300.0,6.0,0.09903460060815228,2022
CUSCO,LA CONVENCION,VILCABAMBA,70907,6094.0,269.0,6.0,0.09903460060815228,2022
CUSCO,LA CONVENCION,VILCABAMBA,70907,6094.0,270.0,6.0,0.09903460060815228,2022
CUSCO,LA CONVENCION,VILCABAMBA,70907,6094.0,279.0,6.0,0.09903460060815228,2022
CUSCO,LA CONVENCION,VILCABAMBA,70907,6094.0,297.0,6.0,0.09903460060815228,2022
CUSCO,LA CONVENCION,QUELLOUNO,70908,6923.0,293.0,6.0,0.10465586832168816,2022
CUSCO,LA CONVENCION,QUELLOUNO,70908,6923.0,294.0,6.0,0.10465586832168816,2022
CUSCO,LA CONVENCION,QUELLOUNO,70908,6923.0,300.0,6.0,0.10465586832168816,2022
CUSCO,LA CONVENCION,KIMBIRI,70909,7614.0,300.0,6.0,0.10605419119559716,2022
CUSCO,LA CONVENCION,KIMBIRI,70909,7614.0,290.0,6.0,0.10605419119559716,2022
CUSCO,LA CONVENCION,KIMBIRI,70909,7614.0,291.0,6.0,0.10605419119559716,2022
CUSCO,LA CONVENCION,KIMBIRI,70909,7614.0,264.0,6.0,0.10605419119559716,2022
CUSCO,LA CONVENCION,KIMBIRI,70909,7614.0,265.0,6.0,0.10605419119559716,2022
CUSCO,LA CONVENCION,PICHARI,70910,12713.0,300.0,7.0,0.09574661358378464,2022
CUSCO,LA CONVENCION,PICHARI,70910,12713.0,285.0,7.0,0.09574661358378464,2022
CUSCO,LA CONVENCION,PICHARI,70910,12713.0,286.0,7.0,0.09574661358378464,2022
CUSCO,LA CONVENCION,INKAWASI,70911,2473.0,278.0,3.0,0.22691439360315888,2022
CUSCO,LA CONVENCION,INKAWASI,70911,2473.0,279.0,3.0,0.22691439360315888,2022
CUSCO,LA CONVENCION,INKAWASI,70911,2473.0,184.0,3.0,0.22691439360315888,2022
CUSCO,LA CONVENCION,VILLA VIRGEN,70912,1229.0,266.0,4.0,0.19542422232050716,2022
CUSCO,LA CONVENCION,VILLA VIRGEN,70912,1229.0,238.0,4.0,0.19542422232050716,2022
CUSCO,LA CONVENCION,VILLA KINTIARINA,70913,1524.0,281.0,7.0,0.11040553118347363,2022
CUSCO,LA CONVENCION,VILLA KINTIARINA,70913,1524.0,282.0,7.0,0.11040553118347363,2022
CUSCO,LA CONVENCION,MEGANTONI,70915,4745.0,271.0,7.0,0.08364750641616699,2022
CUSCO,LA CONVENCION,MEGANTONI,70915,4745.0,272.0,7.0,0.08364750641616699,2022
CUSCO,LA CONVENCION,MEGANTONI,70915,4745.0,300.0,7.0,0.08364750641616699,2022
CUSCO,LA CONVENCION,KUMPIRUSHIATO,70916,2054.0,282.0,7.0,0.11243949116289542,2022
CUSCO,LA CONVENCION,KUMPIRUSHIATO,70916,2054.0,300.0,7.0,0.11243949116289542,2022
CUSCO,LA CONVENCION,CIELO PUNCO,70917,734.0,278.0,3.0,0.29301576659819095,2022
CUSCO,LA CONVENCION,CIELO PUNCO,70917,734.0,279.0,3.0,0.29301576659819095,2022
CUSCO,LA CONVENCION,MANITEA,70918,0.0,257.0,6.0,0.0,2022
CUSCO,LA CONVENCION,MANITEA,70918,0.0,258.0,6.0,0.0,2022
CUSCO,LA CONVENCION,UNION ASHÁNINKA,70919,1239.0,293.0,4.0,0.2114334470989761,2022
CUSCO,PARURO,ACCHA,71002,1842.0,296.0,4.0,0.15536189598689598,2022
CUSCO,PARURO,ACCHA,71002,1842.0,297.0,4.0,0.15536189598689598,2022
CUSCO,PARURO,CCAPI,71003,1845.0,283.0,6.0,0.09228089455661512,2022
CUSCO,PARURO,CCAPI,71003,1845.0,284.0,6.0,0.09228089455661512,2022
CUSCO,PARURO,CCAPI,71003,1845.0,244.0,6.0,0.09228089455661512,2022
CUSCO,PARURO,COLCHA,71004,721.0,274.0,3.0,0.218885202388852,2022
CUSCO,PARURO,COLCHA,71004,721.0,275.0,3.0,0.218885202388852,2022
CUSCO,PARURO,HUANOQUITE,71005,3635.0,281.0,6.0,0.12175661585879854,2022
CUSCO,PARURO,HUANOQUITE,71005,3635.0,282.0,6.0,0.12175661585879854,2022
CUSCO,PARURO,OMACHA,71006,2942.0,300.0,6.0,0.09627123564938654,2022
CUSCO,PARURO,OMACHA,71006,2942.0,294.0,6.0,0.09627123564938654,2022
CUSCO,PARURO,OMACHA,71006,2942.0,295.0,6.0,0.09627123564938654,2022
CUSCO,PARURO,YAURISQUE,71007,1869.0,267.0,5.0,0.1493634822143962,2022
CUSCO,PARURO,YAURISQUE,71007,1869.0,268.0,5.0,0.1493634822143962,2022
CUSCO,PARURO,YAURISQUE,71007,1869.0,300.0,5.0,0.1493634822143962,2022
CUSCO,PARURO,PACCARITAMBO,71008,1386.0,300.0,5.0,0.12094051629635572,2022
CUSCO,PARURO,PACCARITAMBO,71008,1386.0,273.0,5.0,0.12094051629635572,2022
CUSCO,PARURO,PACCARITAMBO,71008,1386.0,274.0,5.0,0.12094051629635572,2022
CUSCO,PARURO,PILLPINTO,71009,767.0,292.0,5.0,0.13111003319463274,2022
CUSCO,PARURO,PILLPINTO,71009,767.0,293.0,5.0,0.13111003319463274,2022
CUSCO,PAUCARTAMBO,CAICAY,71102,1628.0,270.0,3.0,0.22295111840007287,2022
CUSCO,PAUCARTAMBO,CAICAY,71102,1628.0,271.0,3.0,0.22295111840007287,2022
CUSCO,PAUCARTAMBO,COLQUEPATA,71103,5349.0,278.0,4.0,0.1850792140723424,2022
CUSCO,PAUCARTAMBO,COLQUEPATA,71103,5349.0,279.0,4.0,0.1850792140723424,2022
CUSCO,PAUCARTAMBO,COLQUEPATA,71103,5349.0,286.0,4.0,0.1850792140723424,2022
CUSCO,PAUCARTAMBO,COLQUEPATA,71103,5349.0,287.0,4.0,0.1850792140723424,2022
CUSCO,PAUCARTAMBO,COLQUEPATA,71103,5349.0,300.0,4.0,0.1850792140723424,2022
CUSCO,PAUCARTAMBO,CHALLABAMBA,71104,5122.0,298.0,5.0,0.1380517458639605,2022
CUSCO,PAUCARTAMBO,CHALLABAMBA,71104,5122.0,299.0,5.0,0.1380517458639605,2022
CUSCO,PAUCARTAMBO,CHALLABAMBA,71104,5122.0,300.0,5.0,0.1380517458639605,2022
CUSCO,PAUCARTAMBO,KOSÑIPATA,71105,2646.0,284.0,4.0,0.15662129587561208,2022
CUSCO,PAUCARTAMBO,KOSÑIPATA,71105,2646.0,279.0,4.0,0.15662129587561208,2022
CUSCO,PAUCARTAMBO,KOSÑIPATA,71105,2646.0,280.0,4.0,0.15662129587561208,2022
CUSCO,PAUCARTAMBO,HUANCARANI,71106,4155.0,288.0,5.0,0.15835630729366748,2022
CUSCO,PAUCARTAMBO,HUANCARANI,71106,4155.0,297.0,5.0,0.15835630729366748,2022
CUSCO,PAUCARTAMBO,HUANCARANI,71106,4155.0,298.0,5.0,0.15835630729366748,2022
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,71202,3593.0,277.0,7.0,0.10489822867307586,2022
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,71202,3593.0,278.0,7.0,0.10489822867307586,2022
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,71202,3593.0,300.0,7.0,0.10489822867307586,2022
CUSCO,QUISPICANCHI,CAMANTI,71203,1402.0,293.0,8.0,0.08532215909279363,2022
CUSCO,QUISPICANCHI,CAMANTI,71203,1402.0,294.0,8.0,0.08532215909279363,2022
CUSCO,QUISPICANCHI,CCARHUAYO,71204,1836.0,300.0,5.0,0.14329490770667241,2022
CUSCO,QUISPICANCHI,CCARHUAYO,71204,1836.0,273.0,5.0,0.14329490770667241,2022
CUSCO,QUISPICANCHI,CCARHUAYO,71204,1836.0,272.0,5.0,0.14329490770667241,2022
CUSCO,QUISPICANCHI,CCATCA,71205,6895.0,300.0,5.0,0.14497155098926606,2022
CUSCO,QUISPICANCHI,CCATCA,71205,6895.0,274.0,5.0,0.14497155098926606,2022
CUSCO,QUISPICANCHI,CCATCA,71205,6895.0,275.0,5.0,0.14497155098926606,2022
CUSCO,QUISPICANCHI,CUSIPATA,71206,2889.0,300.0,5.0,0.1520953718339163,2022
CUSCO,QUISPICANCHI,CUSIPATA,71206,2889.0,265.0,5.0,0.1520953718339163,2022
CUSCO,QUISPICANCHI,CUSIPATA,71206,2889.0,264.0,5.0,0.1520953718339163,2022
CUSCO,QUISPICANCHI,HUARO,71207,2418.0,292.0,7.0,0.09855435815917839,2022
CUSCO,QUISPICANCHI,HUARO,71207,2418.0,293.0,7.0,0.09855435815917839,2022
CUSCO,QUISPICANCHI,LUCRE,71208,2697.0,297.0,4.0,0.18847597432189156,2022
CUSCO,QUISPICANCHI,LUCRE,71208,2697.0,298.0,4.0,0.18847597432189156,2022
CUSCO,QUISPICANCHI,LUCRE,71208,2697.0,300.0,4.0,0.18847597432189156,2022
CUSCO,QUISPICANCHI,MARCAPATA,71209,2529.0,283.0,6.0,0.10773959647758619,2022
CUSCO,QUISPICANCHI,MARCAPATA,71209,2529.0,284.0,6.0,0.10773959647758619,2022
CUSCO,QUISPICANCHI,MARCAPATA,71209,2529.0,300.0,6.0,0.10773959647758619,2022
CUSCO,QUISPICANCHI,MARCAPATA,71209,2529.0,254.0,6.0,0.10773959647758619,2022
CUSCO,QUISPICANCHI,MARCAPATA,71209,2529.0,253.0,6.0,0.10773959647758619,2022
CUSCO,QUISPICANCHI,OCONGATE,71210,8625.0,290.0,6.0,0.11616510268838744,2022
CUSCO,QUISPICANCHI,OCONGATE,71210,8625.0,291.0,6.0,0.11616510268838744,2022
CUSCO,QUISPICANCHI,OCONGATE,71210,8625.0,300.0,6.0,0.11616510268838744,2022
CUSCO,QUISPICANCHI,OROPESA,71211,5189.0,300.0,6.0,0.1252558440207095,2022
CUSCO,QUISPICANCHI,OROPESA,71211,5189.0,295.0,6.0,0.1252558440207095,2022
CUSCO,QUISPICANCHI,OROPESA,71211,5189.0,294.0,6.0,0.1252558440207095,2022
CUSCO,QUISPICANCHI,QUIQUIJANA,71212,5498.0,272.0,6.0,0.11029917081275893,2022
CUSCO,QUISPICANCHI,QUIQUIJANA,71212,5498.0,273.0,6.0,0.11029917081275893,2022
CUSCO,QUISPICANCHI,QUIQUIJANA,71212,5498.0,292.0,6.0,0.11029917081275893,2022
CUSCO,QUISPICANCHI,QUIQUIJANA,71212,5498.0,293.0,6.0,0.11029917081275893,2022
CUSCO,QUISPICANCHI,QUIQUIJANA,71212,5498.0,300.0,6.0,0.11029917081275893,2022
CUSCO,QUISPICANCHI,QUIQUIJANA,71212,5498.0,269.0,6.0,0.11029917081275893,2022
CUSCO,QUISPICANCHI,QUIQUIJANA,71212,5498.0,270.0,6.0,0.11029917081275893,2022
CUSCO,URUBAMBA,CHINCHERO,71302,7124.0,282.0,6.0,0.12275785066665452,2022
CUSCO,URUBAMBA,CHINCHERO,71302,7124.0,283.0,6.0,0.12275785066665452,2022
CUSCO,URUBAMBA,CHINCHERO,71302,7124.0,300.0,6.0,0.12275785066665452,2022
CUSCO,URUBAMBA,HUAYLLABAMBA,71303,3212.0,280.0,6.0,0.11846880805496096,2022
CUSCO,URUBAMBA,HUAYLLABAMBA,71303,3212.0,281.0,6.0,0.11846880805496096,2022
CUSCO,URUBAMBA,HUAYLLABAMBA,71303,3212.0,282.0,6.0,0.11846880805496096,2022
CUSCO,URUBAMBA,HUAYLLABAMBA,71303,3212.0,283.0,6.0,0.11846880805496096,2022
CUSCO,URUBAMBA,HUAYLLABAMBA,71303,3212.0,300.0,6.0,0.11846880805496096,2022
CUSCO,URUBAMBA,MACHUPICCHU,71304,4438.0,300.0,7.0,0.08908988226934139,2022
CUSCO,URUBAMBA,MACHUPICCHU,71304,4438.0,291.0,7.0,0.08908988226934139,2022
CUSCO,URUBAMBA,MACHUPICCHU,71304,4438.0,292.0,7.0,0.08908988226934139,2022
CUSCO,URUBAMBA,MARAS,71305,4158.0,300.0,8.0,0.08695344145663542,2022
CUSCO,URUBAMBA,MARAS,71305,4158.0,270.0,8.0,0.08695344145663542,2022
CUSCO,URUBAMBA,MARAS,71305,4158.0,271.0,8.0,0.08695344145663542,2022
CUSCO,URUBAMBA,OLLANTAYTAMBO,71306,6105.0,300.0,8.0,0.08703304644843222,2022
CUSCO,URUBAMBA,OLLANTAYTAMBO,71306,6105.0,281.0,8.0,0.08703304644843222,2022
CUSCO,URUBAMBA,OLLANTAYTAMBO,71306,6105.0,282.0,8.0,0.08703304644843222,2022
CUSCO,URUBAMBA,YUCAY,71307,1847.0,268.0,5.0,0.1454914317302377,2022
CUSCO,URUBAMBA,YUCAY,71307,1847.0,300.0,5.0,0.1454914317302377,2022
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,80102,2002.0,263.0,4.0,0.19503941176874331,2022
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,80102,2002.0,264.0,4.0,0.19503941176874331,2022
HUANCAVELICA,HUANCAVELICA,ACORIA,80103,12310.0,300.0,4.0,0.16963004686850036,2022
HUANCAVELICA,HUANCAVELICA,ACORIA,80103,12310.0,271.0,4.0,0.16963004686850036,2022
HUANCAVELICA,HUANCAVELICA,ACORIA,80103,12310.0,272.0,4.0,0.16963004686850036,2022
HUANCAVELICA,HUANCAVELICA,ACORIA,80103,12310.0,268.0,4.0,0.16963004686850036,2022
HUANCAVELICA,HUANCAVELICA,ACORIA,80103,12310.0,269.0,4.0,0.16963004686850036,2022
HUANCAVELICA,HUANCAVELICA,CONAYCA,80104,501.0,264.0,3.0,0.21085858585858586,2022
HUANCAVELICA,HUANCAVELICA,CUENCA,80105,1058.0,299.0,4.0,0.16727538450445653,2022
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,80106,1202.0,259.0,2.0,0.33057618057618054,2022
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,80106,1202.0,260.0,2.0,0.33057618057618054,2022
HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,80108,604.0,268.0,3.0,0.24980272121425096,2022
HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,80108,604.0,269.0,3.0,0.24980272121425096,2022
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,80109,648.0,228.0,4.0,0.17723655481498507,2022
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,80109,648.0,229.0,4.0,0.17723655481498507,2022
HUANCAVELICA,HUANCAVELICA,LARIA,80110,637.0,282.0,2.0,0.37603271266153754,2022
HUANCAVELICA,HUANCAVELICA,LARIA,80110,637.0,283.0,2.0,0.37603271266153754,2022
HUANCAVELICA,HUANCAVELICA,MANTA,80111,556.0,256.0,6.0,0.12065972222222222,2022
HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,80112,653.0,281.0,4.0,0.19365361803084225,2022
HUANCAVELICA,HUANCAVELICA,MOYA,80113,738.0,272.0,4.0,0.16957720588235295,2022
HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,80114,1499.0,288.0,3.0,0.2627219020426765,2022
HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,80114,1499.0,289.0,3.0,0.2627219020426765,2022
