Region,Provincia,Distrito,Ubigeo,Votosemitidos,N_Partidos,P_ausentismo,Año,Utilidad
ANCASH,HUARI,PONTO,20810,3219.0,4.0,0.191019391219486,2022,44326024.6
ANCASH,HUARI,RAHUAPAMPA,20811,627.0,5.0,0.1412162162162162,2022,4507532.19
ANCASH,HUARI,RAPAYAN,20812,1312.0,4.0,0.1896000536652569,2022,3916764.6599999983
ANCASH,HUARI,SAN MARCOS,20813,12431.0,7.0,0.0967035963640041,2022,575845035.4699998
ANCASH,HUARI,SAN PEDRO DE CHANA,20814,2591.0,5.0,0.1491962168259711,2022,15366065.54
ANCASH,HUARI,UCO,20815,1144.0,3.0,0.2410836194456884,2022,9838475.929999996
ANCASH,HUARI,ANRA,20816,1709.0,8.0,0.0865462669027373,2022,5584611.040000001
ANCASH,MARISCAL LUZURIAGA,CASCA,20902,2719.0,3.0,0.2516931099506697,2022,5333276.32
ANCASH,MARISCAL LUZURIAGA,LUCMA,20903,1726.0,3.0,0.243586144427046,2022,1029304.54
ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,20904,1340.0,3.0,0.2395498772533617,2022,2349938.6499999994
ANCASH,MARISCAL LUZURIAGA,LLAMA,20905,584.0,2.0,0.300717613848927,2022,978887.8100000004
ANCASH,MARISCAL LUZURIAGA,LLUMPA,20906,2850.0,5.0,0.1244145125557906,2022,4346812.5
ANCASH,MARISCAL LUZURIAGA,MUSGA,20907,642.0,2.0,0.3719552522906181,2022,1668458.5200000005
ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,20908,710.0,3.0,0.2366666666666666,2022,1543568.11
ANCASH,PALLASCA,BOLOGNESI,21002,586.0,4.0,0.1649774774774774,2022,420939.75
ANCASH,PALLASCA,CONCHUCOS,21003,3279.0,7.0,0.0856953995961842,2022,19784358.78
ANCASH,PALLASCA,HUACASCHUQUE,21004,303.0,4.0,0.1749391961085509,2022,360144.4900000002
ANCASH,PALLASCA,HUANDOVAL,21005,509.0,4.0,0.1680913691783257,2022,107222.64000000012
ANCASH,PALLASCA,LACABAMBA,21006,363.0,3.0,0.2464299540954593,2022,68379.86000000127
ANCASH,PALLASCA,LLAPO,21007,126.0,1.0,0.2844665932901227,2022,182177.64999999944
ANCASH,PALLASCA,PALLASCA,21008,1359.0,5.0,0.1350163846026215,2022,-758858.3599999985
ANCASH,PALLASCA,PAMPAS,21009,1967.0,3.0,0.2137162572136073,2022,7930847.969999997
ANCASH,PALLASCA,SANTA ROSA,21010,551.0,4.0,0.1741476072512194,2022,308095.36
ANCASH,PALLASCA,TAUCA,21011,1340.0,4.0,0.1667496266799402,2022,183766.43000000063
ANCASH,POMABAMBA,HUAYLLAN,21102,1931.0,6.0,0.1128311768721235,2022,2451444.2099999995
ANCASH,POMABAMBA,PAROBAMBA,21103,2889.0,5.0,0.1221263371478703,2022,1804365.5199999977
ANCASH,POMABAMBA,QUINUABAMBA,21104,1067.0,6.0,0.0996288387227984,2022,2010013.329999999
ANCASH,RECUAY,COTAPARACO,21202,386.0,4.0,0.1720227503812913,2022,425167.12
ANCASH,RECUAY,HUAYLLAPAMPA,21203,219.0,1.0,0.3004115226337449,2022,-542174.5499999998
ANCASH,RECUAY,MARCA,21204,930.0,3.0,0.2501694817655025,2022,1504419.2999999998
ANCASH,RECUAY,PAMPAS CHICO,21205,712.0,3.0,0.2425251609920599,2022,688729.6900000002
ANCASH,RECUAY,PARARIN,21206,900.0,6.0,0.1176482173549258,2022,2446132.14
ANCASH,RECUAY,TAPACOCHA,21207,382.0,4.0,0.1661010694928378,2022,-393665.3900000001
ANCASH,RECUAY,TICAPAMPA,21208,1612.0,5.0,0.134131593714927,2022,855895.6000000001
ANCASH,RECUAY,LLACLLIN,21209,775.0,5.0,0.1553890977720765,2022,1401434.71
ANCASH,RECUAY,CATAC,21210,2534.0,6.0,0.1182871191898969,2022,928321.62
ANCASH,SANTA,CACERES DEL PERU,21302,2697.0,11.0,0.0561794414735591,2022,5397129.260000002
ANCASH,SANTA,MACATE,21303,2198.0,9.0,0.073887072968028,2022,289562.69000000134
ANCASH,SANTA,MORO,21304,4973.0,8.0,0.0893976098191214,2022,5834283.519999996
ANCASH,SANTA,NEPEÑA,21305,7976.0,11.0,0.0644306657977873,2022,2250257.370000001
ANCASH,SANTA,SAMANCO,21306,2946.0,7.0,0.1103840450207232,2022,4998643.389999999
ANCASH,SANTA,SANTA,21307,16090.0,11.0,0.0582528693542312,2022,2718993.660000004
ANCASH,SANTA,COISHCO,21308,8734.0,8.0,0.0842518705623633,2022,1356908.9899999984
ANCASH,SANTA,NUEVO CHIMBOTE,21309,69608.0,13.0,0.048281554467537,2022,96745609.31000005
ANCASH,SIHUAS,ALFONSO UGARTE,21402,348.0,4.0,0.181640080195258,2022,-730296.1399999999
ANCASH,SIHUAS,CHINGALPO,21403,637.0,4.0,0.177188204490503,2022,331272.8599999994
ANCASH,SIHUAS,HUAYLLABAMBA,21404,1734.0,6.0,0.0990967353556006,2022,-1891236.970000001
ANCASH,SIHUAS,QUICHES,21405,1092.0,5.0,0.1119362574456563,2022,-2992399.829999998
ANCASH,SIHUAS,SICSIBAMBA,21406,927.0,5.0,0.1384660964838727,2022,-2222837.24
ANCASH,SIHUAS,ACOBAMBA,21407,949.0,5.0,0.1422798007869002,2022,379272.04
ANCASH,SIHUAS,CASHAPAMPA,21408,1392.0,3.0,0.2219858052313962,2022,476920.7000000011
ANCASH,SIHUAS,RAGASH,21409,1685.0,4.0,0.172190518634463,2022,953653.419999999
ANCASH,SIHUAS,SAN JUAN,21410,3372.0,4.0,0.1546400893689899,2022,1080449.8999999985
ANCASH,YUNGAY,CASCAPARA,21502,1054.0,6.0,0.1071235503069981,2022,404331.8599999999
ANCASH,YUNGAY,MANCOS,21503,3768.0,8.0,0.0799908337745926,2022,3072613.95
ANCASH,YUNGAY,MATACOTO,21504,1066.0,3.0,0.2465838459566833,2022,577175.5799999996
ANCASH,YUNGAY,QUILLO,21505,6724.0,5.0,0.1354333451843891,2022,7726653.120000001
ANCASH,YUNGAY,RANRAHIRCA,21506,1910.0,8.0,0.0893090478512224,2022,209556.73000000132
ANCASH,YUNGAY,SHUPLUY,21507,1275.0,5.0,0.1359061237348414,2022,647174.709999999
ANCASH,YUNGAY,YANAMA,21508,3011.0,7.0,0.0868980336425231,2022,1446551.7100000028
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,21702,2222.0,5.0,0.1223029693793624,2022,4189071.94
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,21703,1562.0,6.0,0.0926800189930404,2022,2196183.6100000003
ANCASH,ASUNCION,ACOCHACA,21802,1628.0,3.0,0.1970789050174655,2022,353273.0599999996
ANCASH,HUARMEY,COCHAPETI,21902,751.0,4.0,0.1995048919764312,2022,2248914.8200000003
ANCASH,HUARMEY,HUAYAN,21903,535.0,5.0,0.1373182957393483,2022,583018.2400000002
ANCASH,HUARMEY,MALVAS,21904,697.0,4.0,0.1810029881699924,2022,403120.7500000002
ANCASH,HUARMEY,CULEBRAS,21905,1123.0,2.0,0.2714367515214972,2022,753751.5099999998
ANCASH,OCROS,ACAS,22001,361.0,3.0,0.2638888888888889,2022,481970.5200000005
ANCASH,OCROS,CAJAMARQUILLA,22002,130.0,2.0,0.3672316384180791,2022,393239.31
ANCASH,OCROS,CARHUAPAMPA,22003,389.0,2.0,0.389,2022,537860.9500000002
ANCASH,OCROS,COCHAS,22004,1019.0,4.0,0.191116856106906,2022,1845907.9800000004
ANCASH,OCROS,CONGAS,22005,647.0,4.0,0.17409723249963,2022,428875.3200000005
ANCASH,OCROS,LLIPA,22006,162.0,3.0,0.2337662337662337,2022,317551.1599999999
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,22008,380.0,4.0,0.1696428571428571,2022,227804.75
ANCASH,OCROS,SAN PEDRO,22009,724.0,3.0,0.2480224988194022,2022,691482.7800000012
ANCASH,OCROS,SANTIAGO DE CHILCAS,22010,293.0,3.0,0.2577230112317831,2022,366199.6599999992
APURIMAC,ABANCAY,CIRCA,30102,1927.0,5.0,0.1328540510009037,2022,710167.1800000016
APURIMAC,ABANCAY,CURAHUASI,30103,8757.0,6.0,0.1143850523160416,2022,-4303489.82
APURIMAC,ABANCAY,CHACOCHE,30104,894.0,3.0,0.2434377145475186,2022,236948.28000000023
APURIMAC,ABANCAY,HUANIPACA,30105,2279.0,6.0,0.1089599634846113,2022,-78715.57999999821
APURIMAC,ABANCAY,LAMBRAMA,30106,2509.0,6.0,0.1078530703300538,2022,2590454.41
APURIMAC,ABANCAY,PICHIRHUA,30107,2299.0,6.0,0.1017914402208502,2022,74714.84999999963
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,30108,1651.0,6.0,0.1099703078606032,2022,-335895.0
APURIMAC,ABANCAY,TAMBURCO,30109,4925.0,7.0,0.099705840233996,2022,2451304.749999998
APURIMAC,AYMARAES,CAPAYA,30202,455.0,4.0,0.1914983164983165,2022,-126826.88000000012
APURIMAC,AYMARAES,CARAYBAMBA,30203,701.0,3.0,0.2262066884159907,2022,972433.0099999998
APURIMAC,AYMARAES,COLCABAMBA,30204,539.0,5.0,0.1464598197002378,2022,-95890.98999999976
APURIMAC,AYMARAES,COTARUSE,30205,2190.0,5.0,0.1369927489542913,2022,2237682.7
APURIMAC,AYMARAES,CHAPIMARCA,30206,1241.0,5.0,0.1286567191220639,2022,2434106.7300000004
APURIMAC,AYMARAES,IHUAYLLO,30207,440.0,4.0,0.1880464257328533,2022,562823.47
APURIMAC,AYMARAES,LUCRE,30208,1061.0,4.0,0.1672182427125803,2022,-56413.810000000056
APURIMAC,AYMARAES,POCOHUANCA,30209,843.0,2.0,0.3591269372519372,2022,246471.16999999995
APURIMAC,AYMARAES,SAÑAYCA,30210,668.0,4.0,0.1683467741935483,2022,306907.18000000017
APURIMAC,AYMARAES,SORAYA,30211,471.0,3.0,0.2389649923896498,2022,1697401.4000000004
APURIMAC,AYMARAES,TAPAIRIHUA,30212,1577.0,5.0,0.1447780364760711,2022,839817.6199999996
APURIMAC,AYMARAES,TINTAY,30213,1781.0,3.0,0.2336427237085345,2022,347676.64999999944
APURIMAC,AYMARAES,TORAYA,30214,813.0,4.0,0.1606719367588933,2022,643178.1399999997
APURIMAC,AYMARAES,YANACA,30215,621.0,4.0,0.1642820746620897,2022,405769.0100000002
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,30216,561.0,4.0,0.1923868312757201,2022,82488.05999999982
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,30217,510.0,4.0,0.1751394415535829,2022,1116119.02
APURIMAC,ANDAHUAYLAS,ANDARAPA,30302,3839.0,6.0,0.1114646476037724,2022,-1862941.6400000008
APURIMAC,ANDAHUAYLAS,CHIARA,30303,743.0,4.0,0.1723056932397081,2022,8868.450000000186
APURIMAC,ANDAHUAYLAS,HUANCARAMA,30304,3079.0,5.0,0.1283348477755714,2022,243251.58999999985
APURIMAC,ANDAHUAYLAS,HUANCARAY,30305,2209.0,4.0,0.1688374586753306,2022,327603.5600000005
APURIMAC,ANDAHUAYLAS,KISHUARA,30306,4107.0,5.0,0.1409097622191383,2022,1453882.41
APURIMAC,ANDAHUAYLAS,PACOBAMBA,30307,2779.0,7.0,0.0961861215074265,2022,585660.3800000008
APURIMAC,ANDAHUAYLAS,PAMPACHIRI,30308,1155.0,5.0,0.118305543164181,2022,270031.0599999991
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,30309,1715.0,3.0,0.2254820026197763,2022,1060316.7800000005
APURIMAC,ANDAHUAYLAS,SAN JERONIMO,30310,11044.0,6.0,0.114287011388854,2022,5385169.610000003
APURIMAC,ANDAHUAYLAS,TALAVERA,30311,9459.0,3.0,0.2094505053208804,2022,5657504.530000001
APURIMAC,ANDAHUAYLAS,TURPO,30312,2423.0,3.0,0.2322876479868486,2022,-241604.12999999896
APURIMAC,ANDAHUAYLAS,PACUCHA,30313,4981.0,3.0,0.2138480427518459,2022,1331077.9499999993
APURIMAC,ANDAHUAYLAS,POMACOCHA,30314,523.0,2.0,0.3582186466976995,2022,163158.25
